backend,concurrency,repetition,worker,state,completion_ms,wall_ms,throughput_per_s,peak_tree_rss_mib,idle_rss_mib,prepare_ms,errors,expected_errors,correct,reported_version
cli-snapshot,2,4,1,valid,8692.880131,8724.94418,0.2292278275641644,7550.9921875,0.0,14239.123445000001,0,0,True,13
cli-snapshot,2,4,2,valid,8713.881359,8724.94418,0.2292278275641644,7550.9921875,0.0,14375.128954,0,0,True,13
cli-snapshot,2,4,1,error,10068.273168,10261.325894,0.19490658621118734,7582.2890625,0.0,14239.123445000001,1,1,True,14
cli-snapshot,2,4,2,error,9996.915761,10261.325894,0.19490658621118734,7582.2890625,0.0,14375.128954,1,1,True,14
cli-snapshot,2,4,1,repair,8884.516374,9279.941695,0.21551859545384786,7500.78515625,0.0,14239.123445000001,0,0,True,15
cli-snapshot,2,4,2,repair,8371.66725,9279.941695,0.21551859545384786,7500.78515625,0.0,14375.128954,0,0,True,15
lsp-standard,2,0,1,valid,17.903836,51.588447,38.768369980201186,9811.421875,9788.25,11816.569629000001,0,0,True,1
lsp-standard,2,0,2,valid,21.554083,51.588447,38.768369980201186,9811.421875,9788.25,11825.715274,0,0,True,1
lsp-standard,2,0,1,error,38.834351,51.169686,39.08564144794635,9816.1640625,9788.25,11816.569629000001,1,1,True,2
lsp-standard,2,0,2,error,41.011153,51.169686,39.08564144794635,9816.1640625,9788.25,11825.715274,1,1,True,2
lsp-standard,2,0,1,repair,39.161459,51.741466,38.65371731059959,9805.9921875,9788.25,11816.569629000001,0,0,True,3
lsp-standard,2,0,2,repair,39.664149,51.741466,38.65371731059959,9805.9921875,9788.25,11825.715274,0,0,True,3
lsp-standard,2,1,1,valid,17.282532,49.616171,40.30943863040137,9810.01171875,9788.25,11816.569629000001,0,0,True,4
lsp-standard,2,1,2,valid,19.612184,49.616171,40.30943863040137,9810.01171875,9788.25,11825.715274,0,0,True,4
lsp-standard,2,1,1,error,43.725902,54.085414,36.97854656340432,9814.046875,9788.25,11816.569629000001,1,1,True,5
lsp-standard,2,1,2,error,42.349392,54.085414,36.97854656340432,9814.046875,9788.25,11825.715274,1,1,True,5
lsp-standard,2,1,1,repair,39.466785,105.75797,18.911104288404932,9827.03125,9788.25,11816.569629000001,0,0,True,6
lsp-standard,2,1,2,repair,53.399409,105.75797,18.911104288404932,9827.03125,9788.25,11825.715274,0,0,True,6
lsp-standard,2,2,1,valid,25.540765,51.999974,38.46155769231731,9830.18359375,9788.25,11816.569629000001,0,0,True,7
lsp-standard,2,2,2,valid,20.327906,51.999974,38.46155769231731,9830.18359375,9788.25,11825.715274,0,0,True,7
lsp-standard,2,2,1,error,39.592392,103.563284,19.31186345925454,9836.26953125,9788.25,11816.569629000001,1,1,True,8
lsp-standard,2,2,2,error,63.068857,103.563284,19.31186345925454,9836.26953125,9788.25,11825.715274,1,1,True,8
lsp-standard,2,2,1,repair,38.779607,100.023125,19.995376069283978,9839.6015625,9788.25,11816.569629000001,0,0,True,9
lsp-standard,2,2,2,repair,59.297582,100.023125,19.995376069283978,9839.6015625,9788.25,11825.715274,0,0,True,9
lsp-standard,2,3,1,valid,17.442805,49.327115,40.54565121029276,9841.796875,9788.25,11816.569629000001,0,0,True,10
lsp-standard,2,3,2,valid,23.410229,49.327115,40.54565121029276,9841.796875,9788.25,11825.715274,0,0,True,10
lsp-standard,2,3,1,error,50.42052,51.332243,38.96186652120384,9845.92578125,9788.25,11816.569629000001,1,1,True,11
lsp-standard,2,3,2,error,45.544539,51.332243,38.96186652120384,9845.92578125,9788.25,11825.715274,1,1,True,11
lsp-standard,2,3,1,repair,50.456659,52.329026,38.21970621046912,9850.18359375,9788.25,11816.569629000001,0,0,True,12
lsp-standard,2,3,2,repair,51.26729,52.329026,38.21970621046912,9850.18359375,9788.25,11825.715274,0,0,True,12
lsp-standard,2,4,1,valid,16.225745,49.044661,40.779158408292396,9852.77734375,9788.25,11816.569629000001,0,0,True,13
lsp-standard,2,4,2,valid,20.229009,49.044661,40.779158408292396,9852.77734375,9788.25,11825.715274,0,0,True,13
lsp-standard,2,4,1,error,43.957861,57.429322,34.82541549071396,9859.02734375,9788.25,11816.569629000001,1,1,True,14
lsp-standard,2,4,2,error,44.71462,57.429322,34.82541549071396,9859.02734375,9788.25,11825.715274,1,1,True,14
lsp-standard,2,4,1,repair,39.668716,100.184601,19.96314782947531,9863.703125,9788.25,11816.569629000001,0,0,True,15
lsp-standard,2,4,2,repair,65.196126,100.184601,19.96314782947531,9863.703125,9788.25,11825.715274,0,0,True,15
lsp-custom,2,0,1,valid,17.68369,48.921027,40.88221614807882,9793.9453125,9776.33984375,11704.192335,0,0,True,1
